#gap_opening=-7
#gap_extension=-3
#fasta1,fasta2,score,norm_score
sequences/prot-0098.fa,sequences/prot-0102.fa,133.0,3.0930232558139537
sequences/prot-0065.fa,sequences/prot-0069.fa,187.0,2.253012048192771
sequences/prot-0166.fa,sequences/prot-0177.fa,261.0,2.6907216494845363
sequences/prot-0031.fa,sequences/prot-0034.fa,304.0,2.8679245283018866
sequences/prot-0170.fa,sequences/prot-0173.fa,239.0,2.6555555555555554
sequences/prot-0047.fa,sequences/prot-0050.fa,332.0,2.743801652892562
sequences/prot-0175.fa,sequences/prot-0178.fa,234.0,2.5714285714285716
sequences/prot-0187.fa,sequences/prot-0190.fa,288.0,2.88
sequences/prot-0004.fa,sequences/prot-0008.fa,380.0,2.676056338028169
sequences/prot-0240.fa,sequences/prot-0242.fa,233.0,2.262135922330097
sequences/prot-0077.fa,sequences/prot-0082.fa,386.0,2.608108108108108
sequences/prot-0326.fa,sequences/prot-0327.fa,308.0,3.111111111111111
sequences/prot-0298.fa,sequences/prot-0300.fa,377.0,2.877862595419847
sequences/prot-0357.fa,sequences/prot-0360.fa,409.0,2.7449664429530203
sequences/prot-0354.fa,sequences/prot-0355.fa,466.0,2.662857142857143
sequences/prot-0271.fa,sequences/prot-0275.fa,402.0,2.2209944751381214
sequences/prot-0465.fa,sequences/prot-0466.fa,512.0,2.8444444444444446
sequences/prot-0369.fa,sequences/prot-0370.fa,727.0,2.9196787148594376
sequences/prot-0484.fa,sequences/prot-0485.fa,203.0,2.6025641025641026
sequences/prot-0459.fa,sequences/prot-0461.fa,487.0,2.4846938775510203
sequences/prot-0410.fa,sequences/prot-0412.fa,577.0,2.3266129032258065
sequences/prot-0507.fa,sequences/prot-0509.fa,446.0,2.8227848101265822
sequences/prot-0384.fa,sequences/prot-0392.fa,928.0,3.0032362459546924
sequences/prot-0580.fa,sequences/prot-0615.fa,417.0,2.8758620689655174
sequences/prot-0380.fa,sequences/prot-0384.fa,894.0,2.79375
sequences/prot-0582.fa,sequences/prot-0586.fa,367.0,2.8230769230769233
sequences/prot-0583.fa,sequences/prot-0598.fa,400.0,2.6666666666666665
sequences/prot-0570.fa,sequences/prot-0572.fa,569.0,2.735576923076923
sequences/prot-0124.fa,sequences/prot-0125.fa,874.0,2.9829351535836177
sequences/prot-0586.fa,sequences/prot-0590.fa,341.0,2.623076923076923
sequences/prot-0584.fa,sequences/prot-0611.fa,469.0,2.5080213903743314
sequences/prot-0590.fa,sequences/prot-0610.fa,311.0,2.7043478260869565
sequences/prot-0533.fa,sequences/prot-0534.fa,800.0,2.5157232704402515
sequences/prot-0587.fa,sequences/prot-0606.fa,561.0,2.8477157360406093
sequences/prot-0594.fa,sequences/prot-0596.fa,425.0,2.607361963190184
sequences/prot-0597.fa,sequences/prot-0621.fa,337.0,2.7851239669421486
sequences/prot-0595.fa,sequences/prot-0620.fa,424.0,2.4651162790697674
sequences/prot-0600.fa,sequences/prot-0605.fa,356.0,2.8253968253968256
sequences/prot-0602.fa,sequences/prot-0616.fa,265.0,2.264957264957265
sequences/prot-0605.fa,sequences/prot-0615.fa,273.0,2.1666666666666665
sequences/prot-0589.fa,sequences/prot-0591.fa,611.0,2.5889830508474576
sequences/prot-0829.fa,sequences/prot-0832.fa,114.0,2.7142857142857144
sequences/prot-0614.fa,sequences/prot-0616.fa,323.0,2.5234375
sequences/prot-0860.fa,sequences/prot-0862.fa,105.0,2.3863636363636362
sequences/prot-0659.fa,sequences/prot-0661.fa,325.0,2.5193798449612403
sequences/prot-0592.fa,sequences/prot-0601.fa,675.0,2.800829875518672
sequences/prot-0609.fa,sequences/prot-0611.fa,456.0,2.4385026737967914
sequences/prot-0776.fa,sequences/prot-0779.fa,419.0,2.6858974358974357
sequences/prot-0361.fa,sequences/prot-0364.fa,961.0,3.1201298701298703
sequences/prot-0735.fa,sequences/prot-0736.fa,814.0,2.617363344051447
