#gap_opening=-7
#gap_extension=-3
#fasta1,fasta2,score,norm_score
sequences/prot-0098.fa,sequences/prot-0102.fa,25.0,0.5813953488372093
sequences/prot-0065.fa,sequences/prot-0069.fa,57.0,0.6867469879518072
sequences/prot-0166.fa,sequences/prot-0177.fa,24.0,0.24742268041237114
sequences/prot-0170.fa,sequences/prot-0173.fa,27.0,0.3
sequences/prot-0031.fa,sequences/prot-0034.fa,38.0,0.3584905660377358
sequences/prot-0047.fa,sequences/prot-0050.fa,33.0,0.2727272727272727
sequences/prot-0175.fa,sequences/prot-0178.fa,27.0,0.2967032967032967
sequences/prot-0187.fa,sequences/prot-0190.fa,40.0,0.4
sequences/prot-0004.fa,sequences/prot-0008.fa,30.0,0.2112676056338028
sequences/prot-0240.fa,sequences/prot-0242.fa,33.0,0.32038834951456313
sequences/prot-0077.fa,sequences/prot-0082.fa,59.0,0.39864864864864863
sequences/prot-0326.fa,sequences/prot-0327.fa,93.0,0.9393939393939394
sequences/prot-0298.fa,sequences/prot-0300.fa,32.0,0.24427480916030533
sequences/prot-0357.fa,sequences/prot-0360.fa,27.0,0.18120805369127516
sequences/prot-0354.fa,sequences/prot-0355.fa,29.0,0.1657142857142857
sequences/prot-0271.fa,sequences/prot-0275.fa,45.0,0.24861878453038674
sequences/prot-0465.fa,sequences/prot-0466.fa,52.0,0.28888888888888886
sequences/prot-0369.fa,sequences/prot-0370.fa,37.0,0.14859437751004015
sequences/prot-0484.fa,sequences/prot-0485.fa,75.0,0.9615384615384616
sequences/prot-0459.fa,sequences/prot-0461.fa,46.0,0.23469387755102042
sequences/prot-0410.fa,sequences/prot-0412.fa,31.0,0.125
sequences/prot-0507.fa,sequences/prot-0509.fa,30.0,0.189873417721519
sequences/prot-0384.fa,sequences/prot-0392.fa,42.0,0.13592233009708737
sequences/prot-0580.fa,sequences/prot-0615.fa,31.0,0.21379310344827587
sequences/prot-0380.fa,sequences/prot-0384.fa,43.0,0.134375
sequences/prot-0582.fa,sequences/prot-0586.fa,34.0,0.26153846153846155
sequences/prot-0124.fa,sequences/prot-0125.fa,43.0,0.14675767918088736
sequences/prot-0570.fa,sequences/prot-0572.fa,44.0,0.21153846153846154
sequences/prot-0583.fa,sequences/prot-0598.fa,44.0,0.29333333333333333
sequences/prot-0586.fa,sequences/prot-0590.fa,53.0,0.4076923076923077
sequences/prot-0584.fa,sequences/prot-0611.fa,37.0,0.19786096256684493
sequences/prot-0590.fa,sequences/prot-0610.fa,37.0,0.3217391304347826
sequences/prot-0533.fa,sequences/prot-0534.fa,46.0,0.14465408805031446
sequences/prot-0595.fa,sequences/prot-0620.fa,30.0,0.1744186046511628
sequences/prot-0597.fa,sequences/prot-0621.fa,28.0,0.23140495867768596
sequences/prot-0594.fa,sequences/prot-0596.fa,32.0,0.19631901840490798
sequences/prot-0587.fa,sequences/prot-0606.fa,37.0,0.18781725888324874
sequences/prot-0602.fa,sequences/prot-0616.fa,25.0,0.21367521367521367
sequences/prot-0605.fa,sequences/prot-0615.fa,31.0,0.24603174603174602
sequences/prot-0614.fa,sequences/prot-0616.fa,117.0,0.9140625
sequences/prot-0600.fa,sequences/prot-0605.fa,24.0,0.19047619047619047
sequences/prot-0589.fa,sequences/prot-0591.fa,34.0,0.1440677966101695
sequences/prot-0829.fa,sequences/prot-0832.fa,58.0,1.380952380952381
sequences/prot-0860.fa,sequences/prot-0862.fa,44.0,1.0
sequences/prot-0659.fa,sequences/prot-0661.fa,39.0,0.3023255813953488
sequences/prot-0592.fa,sequences/prot-0601.fa,35.0,0.14522821576763487
sequences/prot-0609.fa,sequences/prot-0611.fa,72.0,0.3850267379679144
sequences/prot-0776.fa,sequences/prot-0779.fa,277.0,1.7756410256410255
sequences/prot-0361.fa,sequences/prot-0364.fa,45.0,0.1461038961038961
sequences/prot-0735.fa,sequences/prot-0736.fa,42.0,0.13504823151125403
