#gap_opening=-7
#gap_extension=-3
#fasta1,fasta2,score,norm_score
sequences/prot-0056.fa,sequences/prot-0826.fa,22.0,0.43137254901960786
sequences/prot-0093.fa,sequences/prot-0091.fa,29.0,0.4461538461538462
sequences/prot-0035.fa,sequences/prot-0071.fa,18.0,0.225
sequences/prot-0018.fa,sequences/prot-0198.fa,25.0,0.29069767441860467
sequences/prot-0186.fa,sequences/prot-0014.fa,18.0,0.45
sequences/prot-0148.fa,sequences/prot-0369.fa,18.0,0.5806451612903226
sequences/prot-0166.fa,sequences/prot-0839.fa,17.0,0.21518987341772153
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,0.40425531914893614
sequences/prot-0110.fa,sequences/prot-0613.fa,25.0,0.25510204081632654
sequences/prot-0244.fa,sequences/prot-0817.fa,19.0,0.19387755102040816
sequences/prot-0326.fa,sequences/prot-0712.fa,26.0,0.26262626262626265
sequences/prot-0346.fa,sequences/prot-0063.fa,26.0,0.5098039215686274
sequences/prot-0363.fa,sequences/prot-0345.fa,24.0,1.2
sequences/prot-0305.fa,sequences/prot-0785.fa,24.0,0.19834710743801653
sequences/prot-0075.fa,sequences/prot-0561.fa,27.0,0.17880794701986755
sequences/prot-0131.fa,sequences/prot-0547.fa,34.0,0.22666666666666666
sequences/prot-0286.fa,sequences/prot-0641.fa,33.0,0.32673267326732675
sequences/prot-0431.fa,sequences/prot-0093.fa,23.0,0.25555555555555554
sequences/prot-0262.fa,sequences/prot-0540.fa,36.0,0.21686746987951808
sequences/prot-0486.fa,sequences/prot-0314.fa,23.0,0.2911392405063291
sequences/prot-0414.fa,sequences/prot-0903.fa,33.0,0.44594594594594594
sequences/prot-0206.fa,sequences/prot-0313.fa,33.0,0.22
sequences/prot-0446.fa,sequences/prot-0424.fa,32.0,0.18285714285714286
sequences/prot-0552.fa,sequences/prot-0460.fa,26.0,0.2988505747126437
sequences/prot-0503.fa,sequences/prot-0454.fa,27.0,0.17419354838709677
sequences/prot-0380.fa,sequences/prot-0553.fa,29.0,0.15263157894736842
sequences/prot-0595.fa,sequences/prot-0503.fa,35.0,0.22580645161290322
sequences/prot-0397.fa,sequences/prot-0470.fa,27.0,0.1111111111111111
sequences/prot-0469.fa,sequences/prot-0609.fa,30.0,0.13574660633484162
sequences/prot-0520.fa,sequences/prot-0088.fa,26.0,0.1984732824427481
sequences/prot-0682.fa,sequences/prot-0873.fa,20.0,0.5555555555555556
sequences/prot-0665.fa,sequences/prot-0100.fa,46.0,0.6764705882352942
sequences/prot-0648.fa,sequences/prot-0022.fa,22.0,0.3013698630136986
sequences/prot-0616.fa,sequences/prot-0819.fa,28.0,0.21875
sequences/prot-0750.fa,sequences/prot-0875.fa,15.0,0.40540540540540543
sequences/prot-0536.fa,sequences/prot-0452.fa,31.0,0.13716814159292035
sequences/prot-0734.fa,sequences/prot-0108.fa,25.0,0.36764705882352944
sequences/prot-0716.fa,sequences/prot-0710.fa,24.0,0.21818181818181817
sequences/prot-0699.fa,sequences/prot-0760.fa,28.0,0.22950819672131148
sequences/prot-0843.fa,sequences/prot-0026.fa,24.0,0.4
sequences/prot-0772.fa,sequences/prot-0886.fa,22.0,0.46808510638297873
sequences/prot-0631.fa,sequences/prot-0386.fa,35.0,0.35353535353535354
sequences/prot-0878.fa,sequences/prot-0524.fa,15.0,0.5769230769230769
sequences/prot-0900.fa,sequences/prot-0264.fa,22.0,0.5365853658536586
sequences/prot-0860.fa,sequences/prot-0510.fa,23.0,0.38333333333333336
sequences/prot-0805.fa,sequences/prot-0261.fa,31.0,0.2440944881889764
sequences/prot-0571.fa,sequences/prot-0711.fa,38.0,0.1589958158995816
sequences/prot-0915.fa,sequences/prot-0407.fa,30.0,0.32608695652173914
sequences/prot-0791.fa,sequences/prot-0245.fa,31.0,0.22627737226277372
sequences/prot-0821.fa,sequences/prot-0591.fa,28.0,0.11864406779661017
